nav #                 start point           target point          bigstride steps       stride size           path length           
341                   (12, 28)              (23, 30)              1                     1                     12                    
341                   (12, 28)              (23, 30)              1                     2                     11                    
341                   (12, 28)              (23, 30)              2                     1                     12                    
341                   (12, 28)              (23, 30)              2                     2                     10                    
342                   (12, 28)              (23, 31)              1                     1                     12                    
342                   (12, 28)              (23, 31)              1                     2                     11                    
342                   (12, 28)              (23, 31)              2                     1                     12                    
342                   (12, 28)              (23, 31)              2                     2                     10                    
343                   (12, 28)              (23, 32)              1                     1                     12                    
343                   (12, 28)              (23, 32)              1                     2                     11                    
343                   (12, 28)              (23, 32)              2                     1                     12                    
343                   (12, 28)              (23, 32)              2                     2                     10                    
344                   (12, 28)              (23, 33)              1                     1                     12                    
344                   (12, 28)              (23, 33)              1                     2                     11                    
344                   (12, 28)              (23, 33)              2                     1                     12                    
344                   (12, 28)              (23, 33)              2                     2                     10                    
345                   (12, 28)              (23, 34)              1                     1                     12                    
345                   (12, 28)              (23, 34)              1                     2                     11                    
345                   (12, 28)              (23, 34)              2                     1                     12                    
345                   (12, 28)              (23, 34)              2                     2                     10                    
346                   (12, 28)              (24, 30)              1                     1                     13                    
346                   (12, 28)              (24, 30)              1                     2                     12                    
346                   (12, 28)              (24, 30)              2                     1                     13                    
346                   (12, 28)              (24, 30)              2                     2                     11                    
347                   (12, 28)              (24, 31)              1                     1                     13                    
347                   (12, 28)              (24, 31)              1                     2                     12                    
347                   (12, 28)              (24, 31)              2                     1                     13                    
347                   (12, 28)              (24, 31)              2                     2                     11                    
348                   (12, 28)              (24, 32)              1                     1                     13                    
348                   (12, 28)              (24, 32)              1                     2                     12                    
348                   (12, 28)              (24, 32)              2                     1                     13                    
348                   (12, 28)              (24, 32)              2                     2                     11                    
349                   (12, 28)              (24, 33)              1                     1                     13                    
349                   (12, 28)              (24, 33)              1                     2                     12                    
349                   (12, 28)              (24, 33)              2                     1                     13                    
349                   (12, 28)              (24, 33)              2                     2                     11                    
350                   (12, 28)              (24, 34)              1                     1                     13                    
350                   (12, 28)              (24, 34)              1                     2                     12                    
350                   (12, 28)              (24, 34)              2                     1                     13                    
350                   (12, 28)              (24, 34)              2                     2                     11                    
351                   (12, 29)              (20, 30)              1                     1                     9                     
351                   (12, 29)              (20, 30)              1                     2                     8                     
351                   (12, 29)              (20, 30)              2                     1                     9                     
351                   (12, 29)              (20, 30)              2                     2                     7                     
352                   (12, 29)              (20, 31)              1                     1                     9                     
352                   (12, 29)              (20, 31)              1                     2                     8                     
352                   (12, 29)              (20, 31)              2                     1                     9                     
352                   (12, 29)              (20, 31)              2                     2                     7                     
353                   (12, 29)              (20, 32)              1                     1                     9                     
353                   (12, 29)              (20, 32)              1                     2                     8                     
353                   (12, 29)              (20, 32)              2                     1                     9                     
353                   (12, 29)              (20, 32)              2                     2                     7                     
354                   (12, 29)              (20, 33)              1                     1                     9                     
354                   (12, 29)              (20, 33)              1                     2                     8                     
354                   (12, 29)              (20, 33)              2                     1                     9                     
354                   (12, 29)              (20, 33)              2                     2                     7                     
355                   (12, 29)              (20, 34)              1                     1                     9                     
355                   (12, 29)              (20, 34)              1                     2                     8                     
355                   (12, 29)              (20, 34)              2                     1                     9                     
355                   (12, 29)              (20, 34)              2                     2                     7                     
356                   (12, 29)              (21, 30)              1                     1                     10                    
356                   (12, 29)              (21, 30)              1                     2                     9                     
356                   (12, 29)              (21, 30)              2                     1                     10                    
356                   (12, 29)              (21, 30)              2                     2                     8                     
357                   (12, 29)              (21, 31)              1                     1                     10                    
357                   (12, 29)              (21, 31)              1                     2                     9                     
357                   (12, 29)              (21, 31)              2                     1                     10                    
357                   (12, 29)              (21, 31)              2                     2                     8                     
358                   (12, 29)              (21, 32)              1                     1                     10                    
358                   (12, 29)              (21, 32)              1                     2                     9                     
358                   (12, 29)              (21, 32)              2                     1                     10                    
358                   (12, 29)              (21, 32)              2                     2                     8                     
359                   (12, 29)              (21, 33)              1                     1                     10                    
359                   (12, 29)              (21, 33)              1                     2                     9                     
359                   (12, 29)              (21, 33)              2                     1                     10                    
359                   (12, 29)              (21, 33)              2                     2                     8                     
360                   (12, 29)              (21, 34)              1                     1                     10                    
360                   (12, 29)              (21, 34)              1                     2                     9                     
360                   (12, 29)              (21, 34)              2                     1                     10                    
360                   (12, 29)              (21, 34)              2                     2                     8                     
361                   (12, 29)              (22, 30)              1                     1                     11                    
361                   (12, 29)              (22, 30)              1                     2                     10                    
361                   (12, 29)              (22, 30)              2                     1                     11                    
361                   (12, 29)              (22, 30)              2                     2                     9                     
362                   (12, 29)              (22, 31)              1                     1                     11                    
362                   (12, 29)              (22, 31)              1                     2                     10                    
362                   (12, 29)              (22, 31)              2                     1                     11                    
362                   (12, 29)              (22, 31)              2                     2                     9                     
363                   (12, 29)              (22, 32)              1                     1                     11                    
363                   (12, 29)              (22, 32)              1                     2                     10                    
363                   (12, 29)              (22, 32)              2                     1                     11                    
363                   (12, 29)              (22, 32)              2                     2                     9                     
364                   (12, 29)              (22, 33)              1                     1                     11                    
364                   (12, 29)              (22, 33)              1                     2                     10                    
364                   (12, 29)              (22, 33)              2                     1                     11                    
364                   (12, 29)              (22, 33)              2                     2                     9                     
365                   (12, 29)              (22, 34)              1                     1                     11                    
365                   (12, 29)              (22, 34)              1                     2                     10                    
365                   (12, 29)              (22, 34)              2                     1                     11                    
365                   (12, 29)              (22, 34)              2                     2                     9                     
366                   (12, 29)              (23, 30)              1                     1                     12                    
366                   (12, 29)              (23, 30)              1                     2                     11                    
366                   (12, 29)              (23, 30)              2                     1                     12                    
366                   (12, 29)              (23, 30)              2                     2                     10                    
367                   (12, 29)              (23, 31)              1                     1                     12                    
367                   (12, 29)              (23, 31)              1                     2                     11                    
367                   (12, 29)              (23, 31)              2                     1                     12                    
367                   (12, 29)              (23, 31)              2                     2                     10                    
368                   (12, 29)              (23, 32)              1                     1                     12                    
368                   (12, 29)              (23, 32)              1                     2                     11                    
368                   (12, 29)              (23, 32)              2                     1                     12                    
368                   (12, 29)              (23, 32)              2                     2                     10                    
369                   (12, 29)              (23, 33)              1                     1                     12                    
369                   (12, 29)              (23, 33)              1                     2                     11                    
369                   (12, 29)              (23, 33)              2                     1                     12                    
369                   (12, 29)              (23, 33)              2                     2                     10                    
370                   (12, 29)              (23, 34)              1                     1                     12                    
370                   (12, 29)              (23, 34)              1                     2                     11                    
370                   (12, 29)              (23, 34)              2                     1                     12                    
370                   (12, 29)              (23, 34)              2                     2                     10                    
371                   (12, 29)              (24, 30)              1                     1                     13                    
371                   (12, 29)              (24, 30)              1                     2                     12                    
371                   (12, 29)              (24, 30)              2                     1                     13                    
371                   (12, 29)              (24, 30)              2                     2                     11                    
372                   (12, 29)              (24, 31)              1                     1                     13                    
372                   (12, 29)              (24, 31)              1                     2                     12                    
372                   (12, 29)              (24, 31)              2                     1                     13                    
372                   (12, 29)              (24, 31)              2                     2                     11                    
373                   (12, 29)              (24, 32)              1                     1                     13                    
373                   (12, 29)              (24, 32)              1                     2                     12                    
373                   (12, 29)              (24, 32)              2                     1                     13                    
373                   (12, 29)              (24, 32)              2                     2                     11                    
374                   (12, 29)              (24, 33)              1                     1                     13                    
374                   (12, 29)              (24, 33)              1                     2                     12                    
374                   (12, 29)              (24, 33)              2                     1                     13                    
374                   (12, 29)              (24, 33)              2                     2                     11                    
375                   (12, 29)              (24, 34)              1                     1                     13                    
375                   (12, 29)              (24, 34)              1                     2                     12                    
375                   (12, 29)              (24, 34)              2                     1                     13                    
375                   (12, 29)              (24, 34)              2                     2                     11                    
376                   (13, 25)              (20, 30)              1                     1                     8                     
376                   (13, 25)              (20, 30)              1                     2                     7                     
376                   (13, 25)              (20, 30)              2                     1                     8                     
376                   (13, 25)              (20, 30)              2                     2                     6                     
377                   (13, 25)              (20, 31)              1                     1                     8                     
377                   (13, 25)              (20, 31)              1                     2                     7                     
377                   (13, 25)              (20, 31)              2                     1                     8                     
377                   (13, 25)              (20, 31)              2                     2                     6                     
378                   (13, 25)              (20, 32)              1                     1                     8                     
378                   (13, 25)              (20, 32)              1                     2                     7                     
378                   (13, 25)              (20, 32)              2                     1                     8                     
378                   (13, 25)              (20, 32)              2                     2                     6                     
379                   (13, 25)              (20, 33)              1                     1                     9                     
379                   (13, 25)              (20, 33)              1                     2                     8                     
379                   (13, 25)              (20, 33)              2                     1                     9                     
379                   (13, 25)              (20, 33)              2                     2                     7                     
380                   (13, 25)              (20, 34)              1                     1                     10                    
380                   (13, 25)              (20, 34)              1                     2                     9                     
380                   (13, 25)              (20, 34)              2                     1                     10                    
380                   (13, 25)              (20, 34)              2                     2                     8                     
381                   (13, 25)              (21, 30)              1                     1                     9                     
381                   (13, 25)              (21, 30)              1                     2                     8                     
381                   (13, 25)              (21, 30)              2                     1                     9                     
381                   (13, 25)              (21, 30)              2                     2                     7                     
382                   (13, 25)              (21, 31)              1                     1                     9                     
382                   (13, 25)              (21, 31)              1                     2                     8                     
382                   (13, 25)              (21, 31)              2                     1                     9                     
382                   (13, 25)              (21, 31)              2                     2                     7                     
383                   (13, 25)              (21, 32)              1                     1                     9                     
383                   (13, 25)              (21, 32)              1                     2                     8                     
383                   (13, 25)              (21, 32)              2                     1                     9                     
383                   (13, 25)              (21, 32)              2                     2                     7                     
384                   (13, 25)              (21, 33)              1                     1                     9                     
384                   (13, 25)              (21, 33)              1                     2                     8                     
384                   (13, 25)              (21, 33)              2                     1                     9                     
384                   (13, 25)              (21, 33)              2                     2                     7                     
385                   (13, 25)              (21, 34)              1                     1                     10                    
385                   (13, 25)              (21, 34)              1                     2                     9                     
385                   (13, 25)              (21, 34)              2                     1                     10                    
385                   (13, 25)              (21, 34)              2                     2                     8                     
386                   (13, 25)              (22, 30)              1                     1                     10                    
386                   (13, 25)              (22, 30)              1                     2                     9                     
386                   (13, 25)              (22, 30)              2                     1                     10                    
386                   (13, 25)              (22, 30)              2                     2                     8                     
387                   (13, 25)              (22, 31)              1                     1                     10                    
387                   (13, 25)              (22, 31)              1                     2                     9                     
387                   (13, 25)              (22, 31)              2                     1                     10                    
387                   (13, 25)              (22, 31)              2                     2                     8                     
388                   (13, 25)              (22, 32)              1                     1                     10                    
388                   (13, 25)              (22, 32)              1                     2                     9                     
388                   (13, 25)              (22, 32)              2                     1                     10                    
388                   (13, 25)              (22, 32)              2                     2                     8                     
389                   (13, 25)              (22, 33)              1                     1                     10                    
389                   (13, 25)              (22, 33)              1                     2                     9                     
389                   (13, 25)              (22, 33)              2                     1                     10                    
389                   (13, 25)              (22, 33)              2                     2                     8                     
390                   (13, 25)              (22, 34)              1                     1                     10                    
390                   (13, 25)              (22, 34)              1                     2                     9                     
390                   (13, 25)              (22, 34)              2                     1                     10                    
390                   (13, 25)              (22, 34)              2                     2                     8                     
391                   (13, 25)              (23, 30)              1                     1                     11                    
391                   (13, 25)              (23, 30)              1                     2                     10                    
391                   (13, 25)              (23, 30)              2                     1                     11                    
391                   (13, 25)              (23, 30)              2                     2                     9                     
392                   (13, 25)              (23, 31)              1                     1                     11                    
392                   (13, 25)              (23, 31)              1                     2                     10                    
392                   (13, 25)              (23, 31)              2                     1                     11                    
392                   (13, 25)              (23, 31)              2                     2                     9                     
393                   (13, 25)              (23, 32)              1                     1                     11                    
393                   (13, 25)              (23, 32)              1                     2                     10                    
393                   (13, 25)              (23, 32)              2                     1                     11                    
393                   (13, 25)              (23, 32)              2                     2                     9                     
394                   (13, 25)              (23, 33)              1                     1                     11                    
394                   (13, 25)              (23, 33)              1                     2                     10                    
394                   (13, 25)              (23, 33)              2                     1                     11                    
394                   (13, 25)              (23, 33)              2                     2                     9                     
395                   (13, 25)              (23, 34)              1                     1                     11                    
395                   (13, 25)              (23, 34)              1                     2                     10                    
395                   (13, 25)              (23, 34)              2                     1                     11                    
395                   (13, 25)              (23, 34)              2                     2                     9                     
396                   (13, 25)              (24, 30)              1                     1                     12                    
396                   (13, 25)              (24, 30)              1                     2                     11                    
396                   (13, 25)              (24, 30)              2                     1                     12                    
396                   (13, 25)              (24, 30)              2                     2                     10                    
397                   (13, 25)              (24, 31)              1                     1                     12                    
397                   (13, 25)              (24, 31)              1                     2                     11                    
397                   (13, 25)              (24, 31)              2                     1                     12                    
397                   (13, 25)              (24, 31)              2                     2                     10                    
398                   (13, 25)              (24, 32)              1                     1                     12                    
398                   (13, 25)              (24, 32)              1                     2                     11                    
398                   (13, 25)              (24, 32)              2                     1                     12                    
398                   (13, 25)              (24, 32)              2                     2                     10                    
399                   (13, 25)              (24, 33)              1                     1                     12                    
399                   (13, 25)              (24, 33)              1                     2                     11                    
399                   (13, 25)              (24, 33)              2                     1                     12                    
399                   (13, 25)              (24, 33)              2                     2                     10                    
400                   (13, 25)              (24, 34)              1                     1                     12                    
400                   (13, 25)              (24, 34)              1                     2                     11                    
400                   (13, 25)              (24, 34)              2                     1                     12                    
400                   (13, 25)              (24, 34)              2                     2                     10                    
401                   (13, 26)              (20, 30)              1                     1                     8                     
401                   (13, 26)              (20, 30)              1                     2                     7                     
401                   (13, 26)              (20, 30)              2                     1                     8                     
401                   (13, 26)              (20, 30)              2                     2                     6                     
402                   (13, 26)              (20, 31)              1                     1                     8                     
402                   (13, 26)              (20, 31)              1                     2                     7                     
402                   (13, 26)              (20, 31)              2                     1                     8                     
402                   (13, 26)              (20, 31)              2                     2                     6                     
403                   (13, 26)              (20, 32)              1                     1                     8                     
403                   (13, 26)              (20, 32)              1                     2                     7                     
403                   (13, 26)              (20, 32)              2                     1                     8                     
403                   (13, 26)              (20, 32)              2                     2                     6                     
404                   (13, 26)              (20, 33)              1                     1                     8                     
404                   (13, 26)              (20, 33)              1                     2                     7                     
404                   (13, 26)              (20, 33)              2                     1                     8                     
404                   (13, 26)              (20, 33)              2                     2                     6                     
405                   (13, 26)              (20, 34)              1                     1                     9                     
405                   (13, 26)              (20, 34)              1                     2                     8                     
405                   (13, 26)              (20, 34)              2                     1                     9                     
405                   (13, 26)              (20, 34)              2                     2                     7                     
406                   (13, 26)              (21, 30)              1                     1                     9                     
406                   (13, 26)              (21, 30)              1                     2                     8                     
406                   (13, 26)              (21, 30)              2                     1                     9                     
406                   (13, 26)              (21, 30)              2                     2                     7                     
407                   (13, 26)              (21, 31)              1                     1                     9                     
407                   (13, 26)              (21, 31)              1                     2                     8                     
407                   (13, 26)              (21, 31)              2                     1                     9                     
407                   (13, 26)              (21, 31)              2                     2                     7                     
408                   (13, 26)              (21, 32)              1                     1                     9                     
408                   (13, 26)              (21, 32)              1                     2                     8                     
408                   (13, 26)              (21, 32)              2                     1                     9                     
408                   (13, 26)              (21, 32)              2                     2                     7                     
409                   (13, 26)              (21, 33)              1                     1                     9                     
409                   (13, 26)              (21, 33)              1                     2                     8                     
409                   (13, 26)              (21, 33)              2                     1                     9                     
409                   (13, 26)              (21, 33)              2                     2                     7                     
410                   (13, 26)              (21, 34)              1                     1                     9                     
410                   (13, 26)              (21, 34)              1                     2                     8                     
410                   (13, 26)              (21, 34)              2                     1                     9                     
410                   (13, 26)              (21, 34)              2                     2                     7                     
411                   (13, 26)              (22, 30)              1                     1                     10                    
411                   (13, 26)              (22, 30)              1                     2                     9                     
411                   (13, 26)              (22, 30)              2                     1                     10                    
411                   (13, 26)              (22, 30)              2                     2                     8                     
412                   (13, 26)              (22, 31)              1                     1                     10                    
412                   (13, 26)              (22, 31)              1                     2                     9                     
412                   (13, 26)              (22, 31)              2                     1                     10                    
412                   (13, 26)              (22, 31)              2                     2                     8                     
413                   (13, 26)              (22, 32)              1                     1                     10                    
413                   (13, 26)              (22, 32)              1                     2                     9                     
413                   (13, 26)              (22, 32)              2                     1                     10                    
413                   (13, 26)              (22, 32)              2                     2                     8                     
414                   (13, 26)              (22, 33)              1                     1                     10                    
414                   (13, 26)              (22, 33)              1                     2                     9                     
414                   (13, 26)              (22, 33)              2                     1                     10                    
414                   (13, 26)              (22, 33)              2                     2                     8                     
415                   (13, 26)              (22, 34)              1                     1                     10                    
415                   (13, 26)              (22, 34)              1                     2                     9                     
415                   (13, 26)              (22, 34)              2                     1                     10                    
415                   (13, 26)              (22, 34)              2                     2                     8                     
416                   (13, 26)              (23, 30)              1                     1                     11                    
416                   (13, 26)              (23, 30)              1                     2                     10                    
416                   (13, 26)              (23, 30)              2                     1                     11                    
416                   (13, 26)              (23, 30)              2                     2                     9                     
417                   (13, 26)              (23, 31)              1                     1                     11                    
417                   (13, 26)              (23, 31)              1                     2                     10                    
417                   (13, 26)              (23, 31)              2                     1                     11                    
417                   (13, 26)              (23, 31)              2                     2                     9                     
418                   (13, 26)              (23, 32)              1                     1                     11                    
418                   (13, 26)              (23, 32)              1                     2                     10                    
418                   (13, 26)              (23, 32)              2                     1                     11                    
418                   (13, 26)              (23, 32)              2                     2                     9                     
419                   (13, 26)              (23, 33)              1                     1                     11                    
419                   (13, 26)              (23, 33)              1                     2                     10                    
419                   (13, 26)              (23, 33)              2                     1                     11                    
419                   (13, 26)              (23, 33)              2                     2                     9                     
420                   (13, 26)              (23, 34)              1                     1                     11                    
420                   (13, 26)              (23, 34)              1                     2                     10                    
420                   (13, 26)              (23, 34)              2                     1                     11                    
420                   (13, 26)              (23, 34)              2                     2                     9                     
421                   (13, 26)              (24, 30)              1                     1                     12                    
421                   (13, 26)              (24, 30)              1                     2                     11                    
421                   (13, 26)              (24, 30)              2                     1                     12                    
421                   (13, 26)              (24, 30)              2                     2                     10                    
422                   (13, 26)              (24, 31)              1                     1                     12                    
422                   (13, 26)              (24, 31)              1                     2                     11                    
422                   (13, 26)              (24, 31)              2                     1                     12                    
422                   (13, 26)              (24, 31)              2                     2                     10                    
423                   (13, 26)              (24, 32)              1                     1                     12                    
423                   (13, 26)              (24, 32)              1                     2                     11                    
423                   (13, 26)              (24, 32)              2                     1                     12                    
423                   (13, 26)              (24, 32)              2                     2                     10                    
424                   (13, 26)              (24, 33)              1                     1                     12                    
424                   (13, 26)              (24, 33)              1                     2                     11                    
424                   (13, 26)              (24, 33)              2                     1                     12                    
424                   (13, 26)              (24, 33)              2                     2                     10                    
425                   (13, 26)              (24, 34)              1                     1                     12                    
425                   (13, 26)              (24, 34)              1                     2                     11                    
425                   (13, 26)              (24, 34)              2                     1                     12                    
